Orientation,Parent,Fluor,PWM,Window_size,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with,Q-value,status,gain-loss,percent_change
top,dIS3_IS3_L,mScarlet,minus10,6,0.09364115358956127,"[39, 45]",251,2776,1.03921568627451,1.0444444444444445,0.22575750987933813,False,loss,-0.5006257822277617
bottom,DIS3_IS2_R,GFP,minus10,6,0.23585045206535327,"[12, 18]",282,3848,1.125,1.131471756503849,0.3393755679884291,False,loss,-0.5719768493246519
bottom,DIS3_IS150_L,mScarlet,minus35,6,0.31759777096797526,"[74, 80]",285,2877,1.1041666666666667,1.111111111111111,0.4033765714953338,False,loss,-0.6249999999999779
bottom,DIS3_IS150_R,GFP,minus35,6,0.2154820329150438,"[4, 10]",6340,14,1.111111111111111,1.1041666666666665,0.32735249599637317,False,gain,-0.6249999999999979
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.4811119838696324,"[118, 124]",283,6071,1.0303030303030305,1.037037037037037,0.49158940028206866,False,loss,-0.649350649350625
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.0461646342380199,"[105, 111]",430,5924,1.0303030303030305,1.037037037037037,0.1430299654046014,False,loss,-0.649350649350625
top,DIS3_IS150_R,mScarlet,minus35,6,0.4051921304094498,"[119, 125]",6340,14,1.037037037037037,1.0303030303030303,0.4506728797411227,False,gain,-0.6493506493506465
bottom,dIS3_IS3_L,GFP,minus10,6,0.007093357786537762,"[142, 148]",245,2782,1.111111111111111,1.119047619047619,0.050444332901562965,False,loss,-0.7092198581560457
bottom,dIS3_IS3_R,mScarlet,minus35,6,0.02663008727710885,"[54, 60]",1918,16,1.0075396825396825,1.0,0.10274971728158813,False,gain,-0.7483261126427702
bottom,DIS3_IS150_L,GFP,minus35,6,0.3862719855671365,"[56, 62]",3143,19,1.142857142857143,1.1333333333333333,0.43972476685971673,False,gain,-0.8333333333333496
bottom,DIS3_IS150_L,mScarlet,minus35,6,0.13461059869560804,"[76, 82]",304,2858,1.1006410256410257,1.111111111111111,0.2623501555477112,False,loss,-0.9423076923076691
top,dIS3_IS3_R,mScarlet,minus10,6,0.01856291542736535,"[27, 33]",1911,23,1.0095238095238095,1.0,0.08175182955890195,False,gain,-0.943396226415091
bottom,dIS3_IS3_R,mScarlet,minus10,6,0.0075453628712474725,"[103, 109]",1921,13,1.0095238095238095,1.0,0.05063464312726742,False,gain,-0.943396226415091
top,dIS3_IS3_R,mScarlet,minus35,6,0.01850501246975172,"[29, 35]",1916,18,1.0099702380952382,1.0,0.08175182955890195,False,gain,-0.9871813761603194
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.06408778757844188,"[79, 85]",6189,165,1.037037037037037,1.0266233766233763,0.17248318138395471,False,gain,-1.004174397031563
top,dIS3_IS3_R,mScarlet,minus10,6,0.03912791249220998,"[5, 11]",1893,41,1.0104166666666667,1.0,0.13122899882002734,False,gain,-1.0309278350515536
bottom,dIS3_IS3_R,mScarlet,minus35,6,0.03285355968655593,"[139, 145]",1907,27,1.0104166666666667,1.0,0.1194342364324779,False,gain,-1.0309278350515536
bottom,DIS3_IS2_R,GFP,minus35,6,0.2292768103774236,"[16, 22]",387,3743,1.121212121212121,1.1333333333333333,0.3376163495058399,False,loss,-1.069518716577547
bottom,dIS3_IS3_R,GFP,minus35,6,0.481819733420841,"[144, 150]",1923,11,1.1795843045843046,1.1666666666666667,0.49158940028206866,False,gain,-1.0951008645533118
bottom,dIS3_IS3_R,GFP,minus35,6,0.17294887448847496,"[121, 127]",1919,15,1.1795843045843046,1.1666666666666667,0.2997120452251403,False,gain,-1.0951008645533118
top,dIS3_IS3_R,GFP,minus10,6,0.3949476991756782,"[27, 33]",1911,23,1.1795843045843046,1.1666666666666667,0.44726544633920956,False,gain,-1.0951008645533118
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.3660767204921253,"[26, 32]",6275,79,1.037037037037037,1.0256410256410255,0.4337213318874093,False,gain,-1.098901098901102
top,dIS3_IS3_R,GFP,minus10,6,0.4198508514670155,"[63, 69]",1923,11,1.1798941798941798,1.1666666666666667,0.46226002838287567,False,gain,-1.1210762331838402
bottom,dIS3_IS3_R,GFP,minus35,6,0.14548622923314997,"[48, 54]",193,1741,1.1666666666666667,1.1802083333333333,0.2745973850461186,False,loss,-1.1473962930273522
bottom,dIS3_IS3_R,mScarlet,minus35,6,0.1446875691227833,"[131, 137]",120,1814,1.0,1.0116995073891626,0.2745973850461186,False,loss,-1.1564211807668925
top,dIS3_IS3_R,mScarlet,minus35,6,0.1575485984057633,"[44, 50]",198,1736,1.0,1.0116995073891626,0.2891398797731696,False,loss,-1.1564211807668925
bottom,dIS3_IS3_R,mScarlet,minus35,6,0.12717080581443957,"[100, 106]",157,1777,1.0,1.011904761904762,0.2623501555477112,False,loss,-1.1764705882353117
top,DIS3_IS150_R,mScarlet,minus35,6,0.4528909503929863,"[17, 23]",6338,16,1.037037037037037,1.0246913580246915,0.47580832378636634,False,gain,-1.1904761904761745
top,dIS3_IS3_R,mScarlet,minus35,6,0.002699150763144873,"[97, 103]",76,1858,1.0,1.012196935891715,0.024517286098565926,True,loss,-1.2049963262307226
top,DIS3_IS150_L,mScarlet,minus10,6,0.21865656379770554,"[62, 68]",3110,52,1.111111111111111,1.0976190476190477,0.3310217424159709,False,gain,-1.2142857142856902
bottom,DIS3_IS150_L,mScarlet,minus10,6,0.4542369098363393,"[19, 25]",3150,12,1.1107357357357357,1.097222222222222,0.4760752228092402,False,gain,-1.2166272389320794
top,dIS3_IS3_R,mScarlet,minus35,6,0.0006424343218585455,"[25, 31]",1872,62,1.0125830959164293,1.0,0.008487920131221995,True,gain,-1.2426729191090276
top,dIS3_IS3_R,mScarlet,minus35,6,0.01125956755342741,"[24, 30]",218,1716,1.0,1.0125830959164293,0.05775495827405119,False,loss,-1.2426729191090276
bottom,DIS3_IS150_L,mScarlet,minus10,6,0.352062914537454,"[86, 92]",144,3018,1.097222222222222,1.111111111111111,0.4217017327976097,False,loss,-1.2499999999999958
bottom,dIS3_IS3_R,GFP,minus10,6,0.3833702044734012,"[138, 144]",1920,14,1.1790778665778667,1.1642947142947142,0.4387123599748108,False,gain,-1.2537893130043112
bottom,DIS3_IS150_L,GFP,minus35,6,0.44019695354272176,"[75, 81]",296,2866,1.1284508135380689,1.1446621189268247,0.47068798971822934,False,loss,-1.4162524574461053
bottom,DIS3_IS150_R,GFP,minus35,6,0.00042276830503957874,"[105, 111]",430,5924,1.0952380952380951,1.111111111111111,0.006144232699908544,True,loss,-1.4285714285714237
bottom,DIS3_IS150_R,GFP,minus10,6,0.18431480040288073,"[106, 112]",6339,15,1.111111111111111,1.0952380952380951,0.3048161607703331,False,gain,-1.4285714285714237
top,DIS3_IS150_R,GFP,minus10,6,0.18431480040288073,"[37, 43]",6339,15,1.111111111111111,1.0952380952380951,0.3048161607703331,False,gain,-1.4285714285714237
top,DIS3_IS150_R,GFP,minus10,6,0.40011767381081353,"[25, 31]",6325,29,1.111111111111111,1.0952380952380951,0.44851369608729585,False,gain,-1.4285714285714237
bottom,dIS3_IS3_R,mScarlet,minus10,6,0.00017665095726106104,"[116, 122]",89,1845,1.0,1.0144927536231885,0.0032091590569092755,True,loss,-1.4285714285714348
top,dIS3_IS3_R,mScarlet,minus10,6,0.005813006338310147,"[45, 51]",172,1762,1.0,1.0144927536231885,0.046200457800328644,True,loss,-1.4285714285714348
top,dIS3_IS3_R,GFP,minus10,6,0.23516213604579572,"[5, 11]",1893,41,1.1805555555555556,1.1633597883597884,0.3393755679884291,False,gain,-1.4565826330532223
bottom,DIS3_IS150_L,mScarlet,minus10,6,0.47923367297985375,"[132, 138]",3152,10,1.1107357357357357,1.0944444444444446,0.49158940028206866,False,gain,-1.4667117269347618
top,DIS3_IS150_L,mScarlet,minus35,6,0.47923367297985375,"[13, 19]",3152,10,1.1107357357357357,1.0944444444444446,0.49158940028206866,False,gain,-1.4667117269347618
top,DIS3_IS150_L,GFP,minus35,6,0.4458581187009833,"[30, 36]",3149,13,1.142857142857143,1.125,0.47068798971822934,False,gain,-1.5625000000000135
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.2716333729536283,"[144, 150]",6281,73,1.037037037037037,1.0196078431372548,0.36672833737946375,False,gain,-1.6806722689075644
bottom,DIS3_IS2_R,GFP,minus10,6,0.3719636818195081,"[97, 103]",4117,13,1.1302334943639292,1.111111111111111,0.43433124779796634,False,gain,-1.6918967052538019
bottom,DIS3_IS2_R,GFP,minus35,6,0.4865780683544521,"[111, 117]",4097,33,1.130372847764152,1.111111111111111,0.49336752977335147,False,gain,-1.7040162182894076
top,dIS3_IS3_L,GFP,minus35,6,0.1037476014111594,"[141, 147]",2929,98,1.1166666666666667,1.0976190476190477,0.23682698542023822,False,gain,-1.7057569296375203
top,DIS3_IS150_L,GFP,minus35,6,0.07919974958712395,"[81, 87]",240,2922,1.125,1.1445261437908498,0.20133403897253865,False,loss,-1.7060461132129476
bottom,DIS3_IS2_R,GFP,minus10,6,0.1664839631021861,"[64, 70]",4045,85,1.130952380952381,1.111111111111111,0.2984832168667926,False,gain,-1.7543859649122941
top,DIS3_IS2_R,GFP,minus10,6,0.3383217887654396,"[79, 85]",4105,25,1.130952380952381,1.111111111111111,0.41040279996102913,False,gain,-1.7543859649122941
top,DIS3_IS2_R,GFP,minus35,6,0.3695148316219875,"[11, 17]",488,3642,1.1132692843219156,1.1333333333333333,0.43433124779796634,False,loss,-1.7703572657133242
top,DIS3_IS150_L,mScarlet,minus35,6,0.4991022205083115,"[118, 124]",3140,22,1.111111111111111,1.0910493827160495,0.4991022205083115,False,gain,-1.8055555555555338
bottom,dIS3_IS3_R,mScarlet,minus35,6,0.0006235923922644794,"[48, 54]",193,1741,1.0,1.0185185185185184,0.008487920131221995,True,loss,-1.8181818181818046
bottom,DIS3_IS150_R,GFP,minus10,6,0.4558257802154572,"[59, 65]",6311,43,1.111111111111111,1.0909090909090908,0.47659482056100566,False,gain,-1.8181818181818101
top,DIS3_IS150_R,mScarlet,minus35,6,0.007548742668055922,"[120, 126]",464,5890,1.020220588235294,1.03921568627451,0.05063464312726742,False,loss,-1.8278301886792918
bottom,DIS3_IS150_R,GFP,minus10,6,0.16265810281182008,"[79, 85]",6337,17,1.111111111111111,1.0906697638404956,0.29549555344147316,False,gain,-1.8397212543553778
top,DIS3_IS150_L,mScarlet,minus35,6,0.05201634989998082,"[81, 87]",240,2922,1.090373450838567,1.111111111111111,0.15323735511075431,False,loss,-1.8663894245289585
bottom,DIS3_IS150_L,mScarlet,minus10,6,0.40461153184925075,"[141, 147]",3147,15,1.111111111111111,1.090038314176245,0.4506728797411227,False,gain,-1.8965517241379273
bottom,DIS3_IS2_R,GFP,minus35,6,0.12733787905928373,"[45, 51]",359,3771,1.1111111111111112,1.1333333333333333,0.2623501555477112,False,loss,-1.9607843137254832
bottom,DIS3_IS2_R,GFP,minus35,6,0.1295820044698825,"[5, 11]",319,3811,1.111111111111111,1.1333333333333333,0.2623501555477112,False,loss,-1.960784313725503
bottom,DIS3_IS150_R,GFP,minus10,6,0.2695144868209779,"[0, 6]",6317,37,1.111111111111111,1.0888888888888888,0.36606952104033136,False,gain,-1.9999999999999931
bottom,dIS3_IS3_L,GFP,minus35,6,0.024487974964437546,"[78, 84]",168,2859,1.0983766233766232,1.1208333333333331,0.09796849050705671,False,loss,-2.003572635542891
bottom,DIS3_IS150_R,GFP,minus35,6,0.16661097164069738,"[83, 89]",6322,32,1.111111111111111,1.0885198135198135,0.2984832168667926,False,gain,-2.0332167832167674
top,DIS3_IS150_R,GFP,minus35,6,0.18093374034405624,"[61, 67]",6324,30,1.111111111111111,1.0885198135198135,0.3042521488970503,False,gain,-2.0332167832167674
bottom,DIS3_IS150_R,GFP,minus10,6,0.01076861760774896,"[80, 86]",387,5967,1.0883190883190883,1.111111111111111,0.05775495827405119,False,loss,-2.0512820512820378
top,DIS3_IS2_R,GFP,minus35,6,0.2682615964957774,"[109, 115]",4088,42,1.1306626143582665,1.1068376068376067,0.3655064252254967,False,gain,-2.107172132350222
bottom,dIS3_IS3_L,mScarlet,minus35,6,0.12896349981274274,"[78, 84]",168,2859,1.022222222222222,1.0444444444444445,0.2623501555477112,False,loss,-2.12765957446812
bottom,DIS3_IS2_R,GFP,minus10,6,0.38452075389464363,"[94, 100]",4116,14,1.1303031710640405,1.1055555555555556,0.43887709083262993,False,gain,-2.189467051144173
bottom,DIS3_IS150_L,GFP,minus35,6,0.22899060883111055,"[74, 80]",285,2877,1.1222222222222225,1.147875816993464,0.3376163495058399,False,loss,-2.2348754448398305
bottom,dIS3_IS3_L,GFP,minus35,6,0.20517642996544977,"[58, 64]",239,2788,1.0944444444444443,1.119940476190476,0.31877979085947566,False,loss,-2.2765523961378356
bottom,DIS3_IS150_R,GFP,minus35,6,0.08162745040049602,"[79, 85]",6189,165,1.111111111111111,1.0849673202614378,0.20572004840818647,False,gain,-2.3529411764705803
bottom,DIS3_IS150_R,GFP,minus10,6,0.3056823098449715,"[138, 144]",6306,48,1.111111111111111,1.0848039215686276,0.39516753305061464,False,gain,-2.3676470588235015
bottom,dIS3_IS3_L,mScarlet,minus10,6,0.2984884922126385,"[76, 82]",3015,12,1.0444444444444445,1.019607843137255,0.39081376157570685,False,gain,-2.3779724655819687
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.4584670603047246,"[57, 63]",6317,37,1.037037037037037,1.0123456790123455,0.47706834914763707,False,gain,-2.3809523809523916
top,DIS3_IS150_R,mScarlet,minus10,6,0.4584670603047246,"[86, 92]",6317,37,1.037037037037037,1.0123456790123455,0.47706834914763707,False,gain,-2.3809523809523916
bottom,dIS3_IS3_L,mScarlet,minus35,6,0.0781793090921219,"[66, 72]",157,2870,1.0208333333333333,1.046031746031746,0.2005069339068538,False,loss,-2.408952959028844
top,DIS3_IS150_R,GFP,minus10,6,0.24137904025607637,"[13, 19]",6306,48,1.111111111111111,1.0842304846466888,0.3450533165627846,False,gain,-2.419256381797992
bottom,DIS3_IS150_L,mScarlet,minus35,6,0.0071732766970112475,"[96, 102]",141,3021,1.0833333333333333,1.111111111111111,0.050444332901562965,False,loss,-2.4999999999999916
bottom,DIS3_IS150_R,GFP,minus10,6,0.3363107274778711,"[115, 121]",6337,17,1.111111111111111,1.0833333333333333,0.41040279996102913,False,gain,-2.4999999999999916
bottom,DIS3_IS150_L,mScarlet,minus35,6,0.46507983078618664,"[56, 62]",3143,19,1.111111111111111,1.0833333333333333,0.48279715767327946,False,gain,-2.4999999999999916
bottom,DIS3_IS150_R,GFP,minus35,6,0.3363107274778711,"[114, 120]",6337,17,1.111111111111111,1.0833333333333333,0.41040279996102913,False,gain,-2.4999999999999916
top,DIS3_IS150_R,GFP,minus10,6,0.029149014310076538,"[28, 34]",333,6021,1.0833333333333333,1.111111111111111,0.10956008826890837,False,loss,-2.4999999999999916
top,DIS3_IS150_L,mScarlet,minus35,6,0.05931247621553875,"[101, 107]",342,2820,1.0833333333333333,1.111111111111111,0.1690211740521235,False,loss,-2.4999999999999916
top,DIS3_IS150_R,GFP,minus10,6,0.3398059880411273,"[51, 57]",6335,19,1.111111111111111,1.0833333333333333,0.41040279996102913,False,gain,-2.4999999999999916
bottom,DIS3_IS150_R,GFP,minus35,6,0.20909875331651245,"[26, 32]",6275,79,1.111111111111111,1.0833333333333333,0.32214507578091667,False,gain,-2.4999999999999916
top,DIS3_IS2_R,GFP,minus35,6,0.1125592178197597,"[63, 69]",4106,24,1.1306626143582665,1.1009615384615383,0.24785767156270316,False,gain,-2.6268734385973964
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.0014786812594043122,"[80, 86]",387,5967,1.011904761904762,1.03921568627451,0.014971003692398238,True,loss,-2.628032345013488
bottom,dIS3_IS3_R,GFP,minus35,6,0.39656343303399716,"[143, 149]",1915,19,1.1795843045843046,1.1485380116959063,0.4479317533751885,False,gain,-2.6319689714199193
bottom,DIS3_IS150_R,GFP,minus10,6,0.0011595854294348062,"[108, 114]",471,5883,1.0833333333333333,1.1127158555729986,0.012639481180839386,True,loss,-2.640613243039898
bottom,DIS3_IS150_R,GFP,minus10,6,0.20038603009521966,"[27, 33]",6321,33,1.111111111111111,1.0814595765842567,0.31494512292468363,False,gain,-2.668638107416879
top,DIS3_IS150_L,mScarlet,minus10,6,0.45092575960443976,"[0, 6]",3145,17,1.111111111111111,1.0810457516339869,0.47488799803752596,False,gain,-2.7058823529411673
top,dIS3_IS3_L,GFP,minus10,6,0.008906041217793608,"[39, 45]",251,2776,1.0909090909090908,1.1213699494949494,0.0534655056578183,False,loss,-2.71639690358902
top,dIS3_IS3_L,mScarlet,minus35,6,0.15783323712388614,"[60, 66]",3015,12,1.0444444444444445,1.0151515151515151,0.2891398797731696,False,gain,-2.8046421663443013
top,dIS3_IS3_L,mScarlet,minus35,6,0.1242929760358405,"[120, 126]",3007,20,1.0444444444444445,1.0151515151515151,0.2605371997674349,False,gain,-2.8046421663443013
top,DIS3_IS150_L,GFP,minus10,6,0.4261888091773891,"[43, 49]",147,3015,1.111111111111111,1.1444444444444446,0.465710077196345,False,loss,-2.912621359223329
bottom,DIS3_IS150_L,GFP,minus10,6,0.18433806118581536,"[86, 92]",144,3018,1.111111111111111,1.1446621189268247,0.3048161607703331,False,loss,-2.931083964512551
bottom,dIS3_IS3_L,GFP,minus35,6,0.06738301272630078,"[19, 25]",2997,30,1.1166666666666667,1.0833333333333333,0.17805450635555842,False,gain,-2.985074626865681
top,DIS3_IS150_L,GFP,minus35,6,0.4458271843105974,"[118, 124]",3140,22,1.142857142857143,1.1083333333333334,0.47068798971822934,False,gain,-3.0208333333333415
bottom,DIS3_IS150_R,GFP,minus35,6,0.19204873882264417,"[113, 119]",6320,34,1.111111111111111,1.0765873015873015,0.30974765392322473,False,gain,-3.1071428571428465
bottom,DIS3_IS150_L,mScarlet,minus35,6,0.048188871834506514,"[42, 48]",3086,76,1.111111111111111,1.0754985754985755,0.1466470605842492,False,gain,-3.2051282051281875
top,dIS3_IS3_R,GFP,minus35,6,0.026882670535423647,"[24, 30]",218,1716,1.1505446623093678,1.1904761904761905,0.10281442415302378,False,loss,-3.354248366013104
bottom,DIS3_IS150_L,GFP,minus35,6,0.04843389156910983,"[76, 82]",304,2858,1.111111111111111,1.15,0.1466470605842492,False,loss,-3.381642512077302
top,DIS3_IS150_L,mScarlet,minus10,6,0.006639302361967126,"[43, 49]",147,3015,1.073469387755102,1.111111111111111,0.050444332901562965,False,loss,-3.3877551020408023
top,DIS3_IS150_L,GFP,minus35,6,0.21297410153443058,"[69, 75]",107,3055,1.105454320644194,1.1444444444444446,0.3263664640451562,False,loss,-3.4069040213811177
top,DIS3_IS150_R,GFP,minus35,6,0.24924191931028478,"[57, 63]",6336,18,1.111111111111111,1.071794871794872,0.3527281268946689,False,gain,-3.5384615384615064
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.12876068253335382,"[92, 98]",6333,21,1.037037037037037,1.0,0.2623501555477112,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.1915897744460039,"[126, 132]",6344,10,1.037037037037037,1.0,0.30974765392322473,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.3765527740948375,"[138, 144]",6337,17,1.037037037037037,1.0,0.4354827838338174,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.14962567157162243,"[79, 85]",6337,17,1.037037037037037,1.0,0.2811930724363249,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.012108262057190868,"[55, 61]",6239,115,1.037037037037037,1.0,0.06068048571189907,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.09275138913188163,"[59, 65]",6311,43,1.037037037037037,1.0,0.22575750987933813,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.12255371293814737,"[27, 33]",6321,33,1.037037037037037,1.0,0.25813245816923797,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.12950106123340965,"[21, 27]",6343,11,1.037037037037037,1.0,0.2623501555477112,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.17460288873207713,"[13, 19]",6339,15,1.037037037037037,1.0,0.2997120452251403,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.07095820499841748,"[0, 6]",6317,37,1.037037037037037,1.0,0.18411124156066933,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.10802016972026823,"[115, 121]",6337,17,1.037037037037037,1.0,0.2427669793713245,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.10802016972026823,"[114, 120]",6337,17,1.037037037037037,1.0,0.2427669793713245,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.27252289291501436,"[113, 119]",6320,34,1.037037037037037,1.0,0.36672833737946375,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.23237937687272375,"[59, 65]",6316,38,1.037037037037037,1.0,0.3376163495058399,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.24521768538474625,"[112, 118]",6344,10,1.037037037037037,1.0,0.3482570385268709,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.24521768538474625,"[111, 117]",6344,10,1.037037037037037,1.0,0.3482570385268709,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.05083058354754818,"[108, 114]",6330,24,1.037037037037037,1.0,0.15284230639124832,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.33916747160177685,"[83, 89]",6322,32,1.037037037037037,1.0,0.41040279996102913,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.02339071247454579,"[82, 88]",6343,11,1.037037037037037,1.0,0.09621085508398079,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.3135828701810509,"[65, 71]",6327,27,1.037037037037037,1.0,0.40212391587923,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.010658264442479767,"[58, 64]",6342,12,1.037037037037037,1.0,0.05775495827405119,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.1451261521819439,"[133, 139]",6325,29,1.037037037037037,1.0,0.2745973850461186,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.19334174182104158,"[118, 124]",6337,17,1.037037037037037,1.0,0.30974765392322473,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.010658264442479767,"[57, 63]",6342,12,1.037037037037037,1.0,0.05775495827405119,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.09423822660100811,"[47, 53]",6344,10,1.037037037037037,1.0,0.22575750987933813,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.18143476769090155,"[19, 25]",6312,42,1.037037037037037,1.0,0.3042521488970503,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.16880983659392257,"[18, 24]",6332,22,1.037037037037037,1.0,0.2991914177030498,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus35,6,0.030717346977639795,"[4, 10]",6340,14,1.037037037037037,1.0,0.11446806224146111,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.2268554179064941,"[120, 126]",6316,38,1.037037037037037,1.0,0.3376163495058399,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus35,6,0.04101355163867336,"[7, 13]",6335,19,1.037037037037037,1.0,0.13546900389743624,False,gain,-3.5714285714285663
bottom,DIS3_IS150_R,mScarlet,minus10,6,0.012845308328900108,"[103, 109]",6341,13,1.037037037037037,1.0,0.06222838257111608,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus35,6,0.019591079622792103,"[57, 63]",6336,18,1.037037037037037,1.0,0.0837422619170329,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus10,6,0.012845308328900108,"[40, 46]",6341,13,1.037037037037037,1.0,0.06222838257111608,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus10,6,0.06972638965371718,"[51, 57]",6335,19,1.037037037037037,1.0,0.182040155024076,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus10,6,0.21395312947573397,"[57, 63]",6315,39,1.037037037037037,1.0,0.3263664640451562,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus10,6,0.0261546666402594,"[63, 69]",6340,14,1.037037037037037,1.0,0.10181638084958124,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus35,6,0.1546218791312723,"[93, 99]",6328,26,1.037037037037037,1.0,0.28687293319674345,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus35,6,0.14009805655897856,"[76, 82]",6336,18,1.037037037037037,1.0,0.2702776666359055,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus35,6,0.3805158582823273,"[61, 67]",6324,30,1.037037037037037,1.0,0.43774383696858765,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus10,6,0.1906121679480126,"[13, 19]",6306,48,1.037037037037037,1.0,0.30974765392322473,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus10,6,0.04610366008533637,"[68, 74]",6344,10,1.037037037037037,1.0,0.1430299654046014,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus35,6,0.0356670919305238,"[39, 45]",6343,11,1.037037037037037,1.0,0.12440681665366703,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus35,6,0.006567472096240796,"[28, 34]",6332,22,1.037037037037037,1.0,0.050444332901562965,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus10,6,0.008087704374134303,"[88, 94]",6324,30,1.037037037037037,1.0,0.05342786525943266,False,gain,-3.5714285714285663
top,DIS3_IS150_R,mScarlet,minus10,6,0.014541241910907643,"[25, 31]",6325,29,1.037037037037037,1.0,0.06780323410768083,False,gain,-3.5714285714285663
top,DIS3_IS2_R,GFP,minus35,6,0.30425902007274236,"[116, 122]",4103,27,1.130952380952381,1.0892857142857142,0.3948122998562966,False,gain,-3.684210526315796
bottom,DIS3_IS150_R,GFP,minus35,6,0.0833183093851711,"[47, 53]",6344,10,1.111111111111111,1.0694444444444444,0.20877461432146321,False,gain,-3.7499999999999876
bottom,DIS3_IS150_L,GFP,minus35,6,0.1449036455029406,"[42, 48]",3086,76,1.1444444444444446,1.1010101010101008,0.2745973850461186,False,gain,-3.7952338923213045
top,DIS3_IS150_L,GFP,minus35,6,0.17619216196953108,"[15, 21]",3047,115,1.1446078431372548,1.1,0.30125404948515905,False,gain,-3.897216274089922
bottom,DIS3_IS150_R,mScarlet,minus10,6,1.025374489201154e-05,"[108, 114]",471,5883,1.0,1.040719696969697,0.00031933091235121654,True,loss,-3.912647861692452
bottom,DIS3_IS2_R,GFP,minus35,6,0.08783141045731113,"[30, 36]",3993,137,1.1333333333333333,1.0888888888888888,0.2163530788665969,False,gain,-3.921568627450986
top,DIS3_IS150_L,GFP,minus35,6,0.0008625520801328811,"[101, 107]",342,2820,1.111111111111111,1.1568916396502604,0.010164127214538814,True,loss,-3.9572010869565437
top,dIS3_IS3_L,GFP,minus35,6,0.33377276050786053,"[121, 127]",3011,16,1.1156785243741767,1.0709150326797388,0.41040279996102913,False,gain,-4.012221326886914
